tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name
@noon_cares #نون_النصب_والاحتيال لمتى !! يعني مو معقوله اكثر من مرتين تجي يا ماركة مختلفه وسعر ارخص ! يا تقليد ! يا… https://t.co/TfWEWzFNLi,140,1236923303291490305,2020-03-09 07:54:31,Twitter for iPhone,0,0,المملكة العربية السعودية,jeweled_99,jeweled
@noon_cares افتحوا الخاص,24,1236916545042989057,2020-03-09 07:27:39,Twitter for iPhone,0,0,,4Il_r,اص
@noon_cares @GGHH_92 @Ghaith920 لأرى اَي تجاوب,46,1236910169180770304,2020-03-09 07:02:19,Twitter for iPhone,0,0,,nada77773262,nada
@noon_cares @GGHH_92 @Ghaith920 كلام صحيح,41,1236909885377388546,2020-03-09 07:01:12,Twitter for iPhone,0,0,,nada77773262,nada
@noon_cares @GGHH_92 @Ghaith920 تم الرفع من شهر كامل لاسترداد المبلغ المالي لي نتيجه لخطاكم والى الان لم يرجع ولا ريال,118,1236901401189584896,2020-03-09 06:27:29,Twitter for iPhone,0,0,,nada77773262,nada
@noon_cares @GGHH_92 @Ghaith920 بالنسبه للمنتج الذي تم ارجاعه لي لم يتم إفادتي بماذا عمل للجهاز وهل تم ارجاعه لي فقط عندما سالت,127,1236900131674435584,2020-03-09 06:22:26,Twitter for iPhone,0,0,,nada77773262,nada
@noon_cares السلام عليكم ابغا الغي الطلبيه رقم NSAC30017653593,62,1236888341691465728,2020-03-09 05:35:35,Twitter for iPhone,1,0,القمر,rxxxxxrrx,#صدقة🌿
@noon_cares هذا البائع مستهتر  ويضيع علينا الوقت في البحث👋 https://t.co/BhCjjQMVbu,82,1236862944127987712,2020-03-09 03:54:40,Twitter for iPhone,0,0,,hind1413_,Hnoo
"RT @_sharbakh: @f_daar @noon_cares @noon تضامناً معك يافهد تم حذف التطبيق ولن يتم التعامل معهم نهائياً

#قصتي_مع_نون 
#تضامنا_مع_فهد_العقاب…",140,1236850295432450049,2020-03-09 03:04:24,Twitter for iPhone,0,20,,R7NAD,رِيناد
@FtomAli @DRINKlWATER @f_daar @noon_cares @noon زيي ..ولا اذا خصم يخصم ريال ولا ريال ونص,88,1236849808306065414,2020-03-09 03:02:28,Twitter for iPhone,0,0,,R7NAD,رِيناد
"@noon_cares الله المستعان 
أمس العصر تتصلون ويقول الآن أخوان في قسم الشحن بيشحنونها لك حتى يتم توصيلها بأسرع وقت 
ل… https://t.co/lcAnmie19m",140,1236849658724524034,2020-03-09 03:01:52,Twitter for iPhone,0,0,عسير,mosferali,ابن حمّاد
@abu_azo @f_daar @noon_cares @noon ياربي قد ايش مستفزه ردودهم ولا كنه صاير شي 😒,79,1236849368986193922,2020-03-09 03:00:43,Twitter for iPhone,0,0,,R7NAD,رِيناد
@noon_cares ردو على الخاص,25,1236836675550089218,2020-03-09 02:10:17,Twitter for Android,0,0,الرياض ,salfal3sr,سالف العصر
@noon_cares تم الرد على الخاص الرجو الرد علي,44,1236803806555525122,2020-03-08 23:59:40,Twitter for Android,0,0,,anfasturki,تركي الخليفه
"@SaudiMCI هل هذه الاسعار المعقولة ؟!
@noon_cares https://t.co/0lbxTW4ki9",72,1236784873924440066,2020-03-08 22:44:26,Twitter for iPhone,0,0,,A12ab2a1,د. Abdulrahman
@noon_cares  وصلتني طلبيتي ع مجموعتين وباقي الثالثه والاهم قيد التنفيذ,70,1236782911791251456,2020-03-08 22:36:39,Twitter for iPhone,0,0,,om_tootaaa,🌷
@noon_cares نعم اود ذلك,23,1236780325679837186,2020-03-08 22:26:22,Twitter for iPhone,0,0,,funnymood99,E B T I S A M 🌿✨
@noon_cares ارجاع المبلغ لحسابي البنكي وشكراً لكم 💖,51,1236780178262700032,2020-03-08 22:25:47,Twitter for iPhone,0,0,,funnymood99,E B T I S A M 🌿✨
@5_5_RT @noon_cares @SaudiMCI شكراً لوعيك 👏🏼 باقي جولي شيك مناديل التعقيم ٤٠ حبة ب ٧٧ !! سلامات,95,1236779956803448832,2020-03-08 22:24:54,Twitter for iPhone,0,0,,funnymood99,E B T I S A M 🌿✨
@noon_cares طيب بيني وبينكم عطونا لو ١٠٪ انا ابشتري ب ٦٧٣﷼,58,1236779144173817856,2020-03-08 22:21:40,Twitter for iPhone,0,0,,A12ab2a1,د. Abdulrahman
@noon_cares ارجوا الغاء الطلب NSAC30083235450 لعدم الحاجة لها,61,1236779088305676289,2020-03-08 22:21:27,Twitter for iPhone,0,0,,funnymood99,E B T I S A M 🌿✨
@noon_cares افا,15,1236779036757680128,2020-03-08 22:21:15,Twitter for iPhone,0,0,,A12ab2a1,د. Abdulrahman
@noon_cares ابو نون ابي لي خصم لعيون التعليق,44,1236778741814177793,2020-03-08 22:20:04,Twitter for iPhone,0,0,,A12ab2a1,د. Abdulrahman
"@noon_cares 
السلام عليكم
اريد الغاء طلبي رقم NSAC30036604402",61,1236771589909291009,2020-03-08 21:51:39,Twitter for iPhone,0,0,,xhrts_,Amjad⚜️
@noon_cares حذفكم للمنتج لايعني حل للمشكله .. باقي منتج ماحذفتوه https://t.co/x4ejGG2gbG,88,1236758521519243267,2020-03-08 20:59:44,Twitter for iPhone,0,0,"الرياض, المملكة العربية السعودية",5_5_RT,мєşӈαℓ
RT @5_5_RT: خلونا من الامور الإحترازيه ونسأل الله ان يرفع البلا.. @noon_cares لازالوا يستغلون اي ضروف متواجده .؟؟ لازم والله يوقفون عند حده…,140,1236757591902031875,2020-03-08 20:56:02,Twitter for iPhone,0,2,"الرياض, المملكة العربية السعودية",5_5_RT,мєşӈαℓ
RT @5_5_RT: خلونا من الامور الإحترازيه ونسأل الله ان يرفع البلا.. @noon_cares لازالوا يستغلون اي ضروف متواجده .؟؟ لازم والله يوقفون عند حده…,140,1236757270572171265,2020-03-08 20:54:45,Twitter for Android,0,2,,sama22332,sama2233
خلونا من الامور الإحترازيه ونسأل الله ان يرفع البلا.. @noon_cares لازالوا يستغلون اي ضروف متواجده .؟؟ لازم والله يو… https://t.co/eVhmjrqxJD,140,1236751563076653064,2020-03-08 20:32:05,Twitter for iPhone,0,2,"الرياض, المملكة العربية السعودية",5_5_RT,мєşӈαℓ
"RT @noon_cares: @RaF1786 مرحباً، شكراً لإتهمامك، 
قمنا برفع الأمر حتى يتم التحقق من الأسعار مع البائع و إتخاذ الإجراء الآزم.",124,1236747981103288326,2020-03-08 20:17:51,Twitter for iPhone,0,1,,RaF1786,ريهـام ⚜️
@ahhmd_9 @noon_cares انشب لهم ولا تخليهم,40,1236744495384928257,2020-03-08 20:03:59,Twitter for Android,0,0,"Riyadh, Kingdom of Saudi Arabi",iihamadaii,αнмα∂ αℓ-αв∂υℓααℓ | 🇯🇴
@noon_cares الحين ابغي المنتج بسرعه شو الحل,43,1236742913704562688,2020-03-08 19:57:42,Twitter for iPhone,0,0,الامارات العربية المتحدة,ahhmd_9,ahmed
@noon_cares  هل عرض حماة الوطن الشهري 50 درهم موجود لانه شهر فبراير ما وصلني كوبون على الإيميل ؟!,97,1236737229374083073,2020-03-08 19:35:07,Twitter for iPhone,0,0,الامارات العربية المتحدة,salem_alnuaimii,salem alnuaimi 🇦🇪
"@noon_cares 

سويت طلب إرجاع لأحد الطلبات من إسبوع ونص ولسى ماوصلني رد منكم !

رقم تعريف الارجاع RNSAC200960562

ارجوا الرد ..",126,1236735994617114624,2020-03-08 19:30:13,Twitter for iPhone,0,0,KSA,OD3wad,3wad
@Aldosi77 @noon_cares @Aramex_KSA كان محتاج الاغراض جدا عشان مناسبة زواج لبناتي واكلم المندوب ورفض يوصلها حسب الموق… https://t.co/dI9Bo3B9Yp,140,1236735455414059010,2020-03-08 19:28:04,Twitter for Android,0,0,"صبيا, المملكة العربية السعودية",sEWsOWsVCdpiSCH,فاصل ونواصل انا هلالي انا الافضل
@noon_cares ردوا خاص,20,1236735038055727105,2020-03-08 19:26:25,Twitter for iPhone,0,0,Kingdom of Saudi Arabia 🇸🇦.,iKawthar1_,كوثر
@noon_cares Thanks,18,1236731083900825606,2020-03-08 19:10:42,Twitter for Android,0,0,,AEltanahi,A.A.TANAHY
@noon_cares @ask4arvind @AmazonAE @noon ارجوووووو الرد خاص,58,1236713287057838086,2020-03-08 17:59:59,Twitter for iPhone,0,0,,WwwFotom,fotom
@noon_cares طيب كحد اقصى خدمة اكسبرس كم تستغرق من الوقت للوصول !؟,65,1236703332040937473,2020-03-08 17:20:25,Twitter for iPhone,0,0,,Hamdan3003,حمدان المالكي
@noon_cares @GGHH_92 @Ghaith920 ممكن ترد خاص,44,1236701099622621184,2020-03-08 17:11:33,Twitter for iPhone,0,0,,Huas_2112,Shahad✨
@noon_cares سلام عليكم ، لمن ادخل المتجر لاحظت اغلبية المنتجات عليها شعار اكسبرس (ايش يعني اكسبرس)؟ وشكراً,106,1236697636650070017,2020-03-08 16:57:47,Twitter for iPhone,0,0,,Hamdan3003,حمدان المالكي
@noon_cares الفشل في ابهي صورها,31,1236695903987261441,2020-03-08 16:50:54,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares مليت من كثرة هذا الكلام,35,1236695746365337600,2020-03-08 16:50:17,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares @GGHH_92 @Ghaith920 الرجاء الرد ع الخاص,51,1236695304449208320,2020-03-08 16:48:31,Twitter for iPhone,0,0,,5vqyx,زهـُره | 🇦🇪
@noon_cares لان بكمل 6 ايام و ماتم حل مشكلتي,44,1236694422512906242,2020-03-08 16:45:01,Twitter for iPhone,0,0,Kingdom of Saudi Arabia,abdullahA213,عبدالله
@noon_cares @____iil5 غدا باذن الله بروح وزارة التجارة كلمتهم مشكورين مع ارفاق المكالمات والرسائل وباذن الله مقضيه,114,1236694078227709953,2020-03-08 16:43:39,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares @____iil5 https://t.co/Ur8y5Hy8fC,45,1236693515054317569,2020-03-08 16:41:25,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares ساشارك هذه التجربه معكم علي مواقع التواصل الاجتماعي,63,1236692165516054530,2020-03-08 16:36:03,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares لن اقبل باي اعذار اريد فقط اغراضي وما قمت بدفع ثمنه لكم,67,1236691841023688704,2020-03-08 16:34:46,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares ارغب وبشده في اغراضى ولن اتنازل باي شكل,51,1236691437426786305,2020-03-08 16:33:09,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares https://t.co/Xc5qKRZygd,35,1236691291787984897,2020-03-08 16:32:35,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares فاود ان اعرف هذه غلطه من انا وجدت منتج وقمت بشراة ودفع ثمنه مسبقا وانتم لم توفر لي مادقمت بتسديد ثمنه ل… https://t.co/L7eV61e7gW,140,1236690762915512320,2020-03-08 16:30:29,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares لماذا هذا المعامله والكيل. بمكالين مع العملاء مستاء جدا لما يحدث معي من نون واغراضي التي طلبتها قبل عشر… https://t.co/WrGXHFG1z3,140,1236690102203662336,2020-03-08 16:27:51,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares @____iil5 السلام عليكم,34,1236689115376226304,2020-03-08 16:23:56,Twitter for Android,0,0,,warshp,يارب توفيقك
@noon_cares وتسمي هذا رد الحين !!! اعتقد سؤالي كان واضح لكم ، وياليت تردون على قد السؤال https://t.co/a8xMGeVuxL,112,1236685371716616192,2020-03-08 16:09:03,Twitter for iPhone,0,0,,_ishooshy,شوشي🌱
@noon_cares طلبت عطر طلعت ريحته مو نفس اللي شميته ب دبنهامز,59,1236684504854659072,2020-03-08 16:05:37,Twitter for iPhone,0,0, ,bilsan25,BILSAN25♈️
@noon_cares هي تفضلو رسالتكم جاتني اليوم ((هلا! تم تغيير موعد استلام طلب الإرجاع رقم RNSAC300347530 الخاص بك إلى ال… https://t.co/JCezlmplXz,140,1236683443142103041,2020-03-08 16:01:23,Twitter for iPhone,0,0,,_ishooshy,شوشي🌱
@noon_cares للأسف رد غبي,24,1236682892715196416,2020-03-08 15:59:12,Twitter for iPhone,0,0,,Aldosi77,Abdullaziz Alzhrani 🇸🇦
@noon_cares رسالتي واضحة وشركة محترمة مثلكم لا تتهرب من التزاماتها عندي طلبيات كثيرة من نون هذي هي وهذا رسايل أرامك… https://t.co/e6YsBk9zN9,140,1236676360795557888,2020-03-08 15:33:15,Twitter for iPhone,0,0,,Aldosi77,Abdullaziz Alzhrani 🇸🇦
@noon_cares طيب واللي يبغى ايفون من عندك😔,41,1236676058201628673,2020-03-08 15:32:03,Twitter for iPhone,0,0,المملكة العربية السعودية,m7med_18_18,m7med18_18
@noon_cares @sEWsOWsVCdpiSCH شركة @Aramex_KSA تتواصل معك لأجل طلبيتك وترسل لهم عنوانك والدبوس وكل شئ وفي النهاية ير… https://t.co/T5u7l98zWr,140,1236673879952719872,2020-03-08 15:23:23,Twitter for iPhone,0,0,,Aldosi77,Abdullaziz Alzhrani 🇸🇦
"@noon_cares نعم تواصل معي لحفظ ماء الوجه لكم 
لكن للأسف لم يقدم شيء 
نفس الرد اللي تردونه هنا 
ننتظر البائع يوصلها وبعدين نشحنها 
لا جديد",137,1236673381120049152,2020-03-08 15:21:24,Twitter for iPhone,0,0,عسير,mosferali,ابن حمّاد
@noon_cares ماهي اول مره اشتكي وترفعون شكوى بس اهمال موطبيعي,60,1236671126958415872,2020-03-08 15:12:27,Twitter for iPhone,0,0,,HfueYjbsFhdQ13f,ام غلاوي
@noon_cares والله هذي ماهي طريقه الكل يشتكي من الارجاع فقدتم مصداقيتكم بصراحه,77,1236671040849412096,2020-03-08 15:12:07,Twitter for iPhone,0,0,,HfueYjbsFhdQ13f,ام غلاوي
@noon_cares يتواصلون كل ماتنرفع شكوى بس مايييجوووووووون,55,1236670938839691268,2020-03-08 15:11:42,Twitter for iPhone,0,0,,HfueYjbsFhdQ13f,ام غلاوي
@noon_cares RNSAC200063154هذا رقم شحنتي ولاابغى تعاينونها وتردون لي خبر ابغى استرجع فلوسي مومعقول كذا شهر واحنا على ذي الحاله,125,1236669777856389122,2020-03-08 15:07:05,Twitter for iPhone,0,0,,HfueYjbsFhdQ13f,ام غلاوي
@noon_cares انا بكمل شهر ولااحد اخذ الارجاع وبعدين يعني نقدم كل يوم شكوى ويتصلون المندوبين ولايجون,98,1236669512117817344,2020-03-08 15:06:02,Twitter for iPhone,0,0,,HfueYjbsFhdQ13f,ام غلاوي
@noon_cares طلبت منكم لاول مره وصلني الطلب مكسور والتغليف جداً سيء حتى الطلب مانحط بكيس كاني طالبته من بقاله !,110,1236669160505126915,2020-03-08 15:04:38,Twitter for iPhone,0,0,🇸🇦❤️,Sama__2030,Sama
@noon_cares لحد الان لم يتصل علي احد منكم تم تقديم بلاغ الى وزارة التجارة باذن الله اخذ حقي منكم,96,1236667982228656130,2020-03-08 14:59:57,Twitter for Android,0,0,,RumblingsFromMe,No Name
"@noon_cares 

ممكن خاصه ولكم الشكر 💛",36,1236666100043124737,2020-03-08 14:52:29,Twitter for Android,0,0,,ndaaa__89,⁦⁦🇸🇦⁩🦋
@noon_cares عادي نطلب ولا نوقف عشان خطر الكورونا,48,1236661457581944832,2020-03-08 14:34:02,Twitter for iPhone,0,0,"المدينة المنورة, المملكة العرب",njwda251,شجن✨
"@noon_cares موعد التسليم المفروض انه اليوم الساعه ٤ العصر
والى الآن ما احد اتصل علي",83,1236657398846283777,2020-03-08 14:17:54,Twitter for iPhone,0,0,,plm2442,أحــمَد
"كوبون ايهيرب خصم  رائع من متجر ايهيرب 💪

كود خصم ايهيرب 👈 BJK8462 👉 

خصومات حقيقية ..كوبون اي هيرب 
- يخصم لكل طلب… https://t.co/80iAPd7Z3D",140,1237062476824367104,2020-03-09 17:07:32,Twitter Web App,0,0,,tpmahendra1,TengkuPuteraMahendra
